Benchmark,simSeconds,simTicks,simInsts,hostSeconds,hostTickRate,hostMemory,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.demandMissRate::total,system.cpu.idleCycles,system.cpu.tickCycles,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram.rank0.averagePower
MD,7.5e-05,74528500.0,190276.0,0.79,94028974.0,621116.0,190276.0,149058.0,0.783378,1.276523,0.084816,8448.0,,38953230.0,45383160.0,522.662203,522.662203
CRf,3.1e-05,31279000.0,165374.0,0.51,60900985.0,620992.0,165374.0,62559.0,0.378288,2.643489,0.007856,7981.0,,17569215.0,14583720.0,561.693628,561.693628
CCa,2.3e-05,22890000.0,51706.0,0.16,146839276.0,620824.0,51706.0,45781.0,0.88541,1.129421,0.246954,7702.0,,12697005.0,10054500.0,554.696592,554.696592
DP1d,0.000199,198762500.0,293966.0,1.29,154049378.0,621120.0,293966.0,397526.0,1.352286,0.739489,0.143769,8582.0,,103961910.0,101416770.0,523.045896,523.045896
CCe,2.6e-05,25699500.0,76320.0,0.23,113111768.0,620860.0,76320.0,51400.0,0.67348,1.484825,0.038851,8590.0,,14496585.0,11765910.0,564.08043,564.08043
ML2BW,0.000936,936448500.0,788907.0,4.97,188333713.0,621520.0,788907.0,1872898.0,2.374042,0.421223,0.90305,8484.0,,829889535.0,830437605.0,886.209477,886.209477
DPTd,2e-05,19614500.0,50186.0,0.17,114498670.0,620880.0,50186.0,39230.0,0.781692,1.279276,0.094675,9888.0,,11803620.0,8796900.0,601.780316,601.780316
EI,1.7e-05,17411000.0,39347.0,0.12,141331325.0,620988.0,39347.0,34823.0,0.885023,1.129914,0.256895,8915.0,,10666830.0,7950660.0,612.6489,612.6489
DPcvt,3.4e-05,33528000.0,33229.0,0.19,176517250.0,620992.0,33229.0,67057.0,2.018026,0.495534,0.126977,8783.0,,19574850.0,15404520.0,583.835898,583.835898
EM5,1.5e-05,14816000.0,35240.0,0.12,127464401.0,620828.0,35240.0,29633.0,0.840891,1.189215,0.242013,7851.0,,8948700.0,6321810.0,603.988931,603.988931
ML2BWldst,0.001051,1050786000.0,821675.0,5.78,181917979.0,621520.0,821675.0,2101573.0,2.557669,0.390981,0.786948,8909.0,,1037116380.0,1036212675.0,986.991052,986.991052
DP1f,0.000104,104150500.0,149953.0,0.67,155341921.0,621120.0,149953.0,208302.0,1.389115,0.719883,0.145062,8961.0,,53874480.0,55702200.0,517.275289,517.275289
STc,4.2e-05,41760000.0,70162.0,0.28,146856691.0,620984.0,70162.0,83521.0,1.190402,0.840052,0.071852,8606.0,,22934475.0,19197690.0,549.197198,549.197198
CS3,5.6e-05,56415000.0,75047.0,0.35,159705068.0,620824.0,75047.0,112831.0,1.503471,0.665127,0.063284,8680.0,,28803855.0,26089950.0,510.570859,510.570859
MI,4.6e-05,45540500.0,168493.0,0.55,82957968.0,620844.0,168493.0,91082.0,0.540568,1.849904,0.019632,8297.0,,24323010.0,20649690.0,534.096244,534.096244
MIP,8.9e-05,88662000.0,46481.0,0.24,368858952.0,621012.0,46481.0,177325.0,3.815,0.262123,0.235991,21469.0,,48544125.0,42432885.0,547.518948,547.518948
MCS,0.000113,113426500.0,272836.0,0.99,114910881.0,621392.0,272836.0,226854.0,0.831467,1.202694,0.356755,9841.0,,78237675.0,83525025.0,689.765399,689.765399
CRm,2.5e-05,25157500.0,53527.0,0.32,78803108.0,621008.0,53527.0,50316.0,0.940012,1.063817,0.033462,9929.0,,15042135.0,12528180.0,597.918513,597.918513
ML2,0.004693,4693461500.0,985504.0,10.23,458628514.0,621484.0,985504.0,9386924.0,9.524998,0.104987,0.927125,9216.0,,3063866835.0,3062464410.0,652.794709,652.794709
CChst,2.7e-05,26817000.0,98996.0,0.33,82479498.0,620860.0,98996.0,53635.0,0.54179,1.845735,0.092051,8873.0,,15032145.0,14036520.0,560.545363,560.545363
MM,0.005931,5931384500.0,3045380.0,22.8,260100350.0,621792.0,3045380.0,11862770.0,3.895333,0.256717,0.298818,8618.0,,4011103215.0,4003628835.0,676.25075,676.25075
ML2st,0.00486,4860389000.0,1051032.0,11.71,414982471.0,621524.0,1051032.0,9720779.0,9.248795,0.108122,0.745853,9927.0,,3548926200.0,3549118590.0,730.173284,730.173284
MC,0.000166,166171000.0,338353.0,1.39,119839737.0,621524.0,338353.0,332343.0,0.982237,1.018084,0.356816,9450.0,,103126635.0,108255195.0,620.605491,620.605491
