Benchmark,simSeconds,simTicks,simInsts,hostSeconds,hostTickRate,hostMemory,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.demandMissRate::total,system.cpu.idleCycles,system.cpu.tickCycles,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram.rank0.averagePower
MIM,0.000313,312819000.0,105232.0,1.45,215320774.0,620212.0,105232.0,625639.0,5.94533,0.168199,0.98169,9066.0,,246151455.0,245374770.0,786.881407,786.881407
ED1,4.7e-05,47338500.0,14748.0,0.13,357141103.0,619804.0,14748.0,94679.0,6.419786,0.155768,0.244552,7977.0,,24642585.0,21972300.0,520.561171,520.561171
CCh,0.000667,667278500.0,1182146.0,5.56,119947963.0,619960.0,1182146.0,1334558.0,1.128928,0.885796,0.032133,8715.0,,320797890.0,311072790.0,480.755622,480.755622
CS1,9e-06,9269500.0,8294.0,0.07,133315988.0,619816.0,8294.0,18540.0,2.235351,0.447357,0.155774,8600.0,,6542610.0,4192050.0,705.821242,705.821242
CF1,1.1e-05,11488500.0,14997.0,0.09,130688303.0,619824.0,14997.0,22978.0,1.532173,0.652668,0.104655,9184.0,,7608135.0,5044050.0,662.239196,662.239196
MDyn,0.006328,6328225500.0,4282798.0,28.7,220488352.0,620508.0,4282798.0,12656452.0,2.955183,0.338389,0.998041,11360.0,,4980526200.0,4969155390.0,787.033616,787.033616
STL2b,0.001879,1879295000.0,397486.0,5.79,324516051.0,620184.0,397486.0,3758591.0,9.455908,0.105754,0.991221,10670.0,,1640895960.0,1632878820.0,873.144429,873.144429
ML2BWld,0.001012,1012096500.0,788907.0,5.33,189928521.0,620200.0,788907.0,2024194.0,2.565821,0.389739,0.941845,8000.0,,891650715.0,893178675.0,880.993774,880.993774
MD,7.5e-05,74528500.0,190276.0,0.79,94003051.0,620076.0,190276.0,149058.0,0.783378,1.276523,0.084816,8448.0,,38953230.0,45383160.0,522.662203,522.662203
CRf,3.1e-05,31279000.0,165374.0,0.51,60795815.0,619940.0,165374.0,62559.0,0.378288,2.643489,0.007856,7981.0,,17569215.0,14583720.0,561.693628,561.693628
CCa,2.3e-05,22890000.0,51706.0,0.16,146215849.0,619780.0,51706.0,45781.0,0.88541,1.129421,0.246954,7702.0,,12697005.0,10054500.0,554.696592,554.696592
DP1d,0.000199,199005500.0,293966.0,1.28,155984188.0,620200.0,293966.0,398012.0,1.353939,0.738586,0.144903,8856.0,,104485620.0,101899935.0,525.038856,525.038856
CCe,2.6e-05,25699500.0,76320.0,0.23,113856487.0,619820.0,76320.0,51400.0,0.67348,1.484825,0.038851,8590.0,,14496585.0,11765910.0,564.08043,564.08043
DPTd,2e-05,19614500.0,50186.0,0.18,110379416.0,619960.0,50186.0,39230.0,0.781692,1.279276,0.094675,9888.0,,11803620.0,8796900.0,601.780316,601.780316
EI,1.7e-05,17411000.0,39347.0,0.12,139542307.0,619944.0,39347.0,34823.0,0.885023,1.129914,0.256895,8915.0,,10666830.0,7950660.0,612.6489,612.6489
DPcvt,3.4e-05,33528000.0,33229.0,0.19,177652303.0,619932.0,33229.0,67057.0,2.018026,0.495534,0.126977,8783.0,,19574850.0,15404520.0,583.835898,583.835898
EM5,1.5e-05,14816000.0,35240.0,0.12,127987389.0,619784.0,35240.0,29633.0,0.840891,1.189215,0.242013,7851.0,,8948700.0,6321810.0,603.988931,603.988931
ML2BWldst,0.001157,1157128000.0,821675.0,6.1,189806412.0,620180.0,821675.0,2314257.0,2.816511,0.355049,0.81795,9634.0,,1149133035.0,1150692855.0,993.090682,993.090682
DP1f,0.000104,104150500.0,149953.0,0.67,155649162.0,620080.0,149953.0,208302.0,1.389115,0.719883,0.145062,8961.0,,53874480.0,55702200.0,517.275289,517.275289
STc,4.2e-05,41760000.0,70162.0,0.28,148238143.0,619944.0,70162.0,83521.0,1.190402,0.840052,0.071852,8606.0,,22934475.0,19197690.0,549.197198,549.197198
CS3,5.6e-05,56415000.0,75047.0,0.35,162648388.0,619788.0,75047.0,112831.0,1.503471,0.665127,0.063284,8680.0,,28803855.0,26089950.0,510.570859,510.570859
MI,4.6e-05,45540500.0,168493.0,0.54,83738458.0,619808.0,168493.0,91082.0,0.540568,1.849904,0.019632,8297.0,,24323010.0,20649690.0,534.096244,534.096244
MIP,8.9e-05,88662000.0,46481.0,0.25,359999322.0,619968.0,46481.0,177325.0,3.815,0.262123,0.235991,21469.0,,48544125.0,42432885.0,547.518948,547.518948
MCS,0.000132,132250500.0,272836.0,1.06,124725406.0,620216.0,272836.0,264502.0,0.969454,1.031508,0.357065,8799.0,,93583470.0,98940150.0,707.622807,707.622807
CRm,2.5e-05,25157500.0,53527.0,0.32,79345916.0,619964.0,53527.0,50316.0,0.940012,1.063817,0.033462,9929.0,,15042135.0,12528180.0,597.918513,597.918513
ML2,0.005197,5197150500.0,985504.0,11.08,469124973.0,620208.0,985504.0,10394302.0,10.547194,0.094812,0.959437,9269.0,,3381912240.0,3382963395.0,650.724323,650.724323
CChst,2.7e-05,26817000.0,98996.0,0.33,82042301.0,619828.0,98996.0,53635.0,0.54179,1.845735,0.092051,8873.0,,15032145.0,14036520.0,560.545363,560.545363
MM,0.005804,5803951500.0,3045380.0,23.4,248049078.0,620460.0,3045380.0,11607904.0,3.811644,0.262354,0.299222,8922.0,,3963134655.0,3957842970.0,682.833868,682.833868
ML2st,0.005407,5407232000.0,1051032.0,12.7,425630810.0,620188.0,1051032.0,10814465.0,10.289377,0.097188,0.778318,9783.0,,3941911215.0,3944506395.0,729.007229,729.007229
MC,0.000185,184870500.0,338353.0,1.41,131521428.0,620080.0,338353.0,369742.0,1.09277,0.915106,0.357184,9071.0,,118521525.0,123961575.0,641.105666,641.105666
