Benchmark,simSeconds,simTicks,simInsts,hostSeconds,hostTickRate,hostMemory,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.demandMissRate::total,system.cpu.idleCycles,system.cpu.tickCycles,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram.rank0.averagePower
STL2b,0.001861,1860640000.0,397486.0,5.71,325659801.0,621540.0,397486.0,3721281.0,9.362043,0.106814,0.991236,9342.0,,1625629875.0,1617875565.0,873.693931,873.693931
ML2BWld,0.000937,937292500.0,788907.0,5.03,186474241.0,621532.0,788907.0,1874586.0,2.376181,0.420843,0.902161,8395.0,,830627100.0,831986385.0,886.198385,886.198385
MD,7.5e-05,74528500.0,190276.0,0.78,95676533.0,621136.0,190276.0,149058.0,0.783378,1.276523,0.084816,8448.0,,38953230.0,45383160.0,522.662203,522.662203
CRf,3.1e-05,31279000.0,165374.0,0.51,60955483.0,620872.0,165374.0,62559.0,0.378288,2.643489,0.007856,7981.0,,17569215.0,14583720.0,561.693628,561.693628
CCa,2.3e-05,22890000.0,51706.0,0.16,147251476.0,620880.0,51706.0,45781.0,0.88541,1.129421,0.246954,7702.0,,12697005.0,10054500.0,554.696592,554.696592
DP1d,0.000199,198762500.0,293966.0,1.31,151577042.0,621132.0,293966.0,397526.0,1.352286,0.739489,0.143769,8582.0,,103961910.0,101416770.0,523.045896,523.045896
CCe,2.6e-05,25699500.0,76320.0,0.23,113230163.0,620880.0,76320.0,51400.0,0.67348,1.484825,0.038851,8590.0,,14496585.0,11765910.0,564.08043,564.08043
DPTd,2e-05,19614500.0,50186.0,0.18,111485718.0,620896.0,50186.0,39230.0,0.781692,1.279276,0.094675,9888.0,,11803620.0,8796900.0,601.780316,601.780316
EI,1.7e-05,17411000.0,39347.0,0.13,138968256.0,621008.0,39347.0,34823.0,0.885023,1.129914,0.256895,8915.0,,10666830.0,7950660.0,612.6489,612.6489
DPcvt,3.4e-05,33528000.0,33229.0,0.19,175343264.0,620992.0,33229.0,67057.0,2.018026,0.495534,0.126977,8783.0,,19574850.0,15404520.0,583.835898,583.835898
EM5,1.5e-05,14816000.0,35240.0,0.12,126316796.0,620844.0,35240.0,29633.0,0.840891,1.189215,0.242013,7851.0,,8948700.0,6321810.0,603.988931,603.988931
ML2BWldst,0.001052,1052353000.0,821675.0,5.78,181940427.0,621532.0,821675.0,2104707.0,2.561484,0.390399,0.785979,9448.0,,1040040210.0,1039865370.0,988.299753,988.299753
DP1f,0.000104,104150500.0,149953.0,0.68,154294943.0,621136.0,149953.0,208302.0,1.389115,0.719883,0.145062,8961.0,,53874480.0,55702200.0,517.275289,517.275289
STc,4.2e-05,41760000.0,70162.0,0.29,145067762.0,620880.0,70162.0,83521.0,1.190402,0.840052,0.071852,8606.0,,22934475.0,19197690.0,549.197198,549.197198
CS3,5.6e-05,56415000.0,75047.0,0.36,158184661.0,620844.0,75047.0,112831.0,1.503471,0.665127,0.063284,8680.0,,28803855.0,26089950.0,510.570859,510.570859
MI,4.6e-05,45540500.0,168493.0,0.54,83900985.0,620860.0,168493.0,91082.0,0.540568,1.849904,0.019632,8297.0,,24323010.0,20649690.0,534.096244,534.096244
MIP,8.9e-05,88662000.0,46481.0,0.24,370325887.0,621028.0,46481.0,177325.0,3.815,0.262123,0.235991,21469.0,,48544125.0,42432885.0,547.518948,547.518948
MCS,0.000162,161942000.0,272836.0,1.2,135276542.0,621544.0,272836.0,323885.0,1.187105,0.842385,0.435719,9236.0,,106366965.0,116771475.0,656.821362,656.821362
CRm,2.5e-05,25157500.0,53527.0,0.33,75298355.0,621028.0,53527.0,50316.0,0.940012,1.063817,0.033462,9929.0,,15042135.0,12528180.0,597.918513,597.918513
ML2,0.004689,4689377500.0,985504.0,10.33,453751542.0,621524.0,985504.0,9378756.0,9.51671,0.105078,0.926948,9911.0,,3063467100.0,3060564780.0,653.277988,653.277988
CChst,2.7e-05,26817000.0,98996.0,0.33,81497482.0,620888.0,98996.0,53635.0,0.54179,1.845735,0.092051,8873.0,,15032145.0,14036520.0,560.545363,560.545363
MM,0.005923,5922629500.0,3045380.0,22.85,259231328.0,621804.0,3045380.0,11845260.0,3.889584,0.257097,0.299306,8833.0,,4022755095.0,4018783215.0,679.217752,679.217752
ML2st,0.004858,4857849000.0,1051032.0,11.79,412145748.0,621504.0,1051032.0,9715699.0,9.243961,0.108179,0.745719,9665.0,,3549287355.0,3550489995.0,730.629411,730.629411
MMstO3CPU,0.006674,6674345000.0,2979849.0,24.36,274001063.0,621772.0,2979849.0,13348691.0,4.479653,0.223232,0.273526,8956.0,,4621787850.0,4616997255.0,692.470624,692.470624
MC,0.000207,207131500.0,338353.0,1.52,136081887.0,621532.0,338353.0,414264.0,1.224354,0.816757,0.437316,9528.0,,137484285.0,141589440.0,663.75363,663.75363
