Benchmark,simSeconds,simTicks,simInsts,hostSeconds,hostTickRate,hostMemory,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.demandMissRate::total,system.cpu.idleCycles,system.cpu.tickCycles,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram.rank0.averagePower
CCh,0.000667,667278500.0,1182146.0,5.25,127022321.0,623092.0,1182146.0,1334558.0,1.128928,0.885796,0.032133,8715.0,,320797890.0,311072790.0,480.755622,480.755622
CS1,9e-06,9269500.0,8294.0,0.07,132329662.0,622972.0,8294.0,18540.0,2.235351,0.447357,0.155774,8600.0,,6542610.0,4192050.0,705.821242,705.821242
CF1,1.1e-05,11488500.0,14997.0,0.09,130567609.0,622976.0,14997.0,22978.0,1.532173,0.652668,0.104655,9184.0,,7608135.0,5044050.0,662.239196,662.239196
MDyn,0.006284,6283667500.0,4282798.0,29.08,216091018.0,624284.0,4282798.0,12567336.0,2.934375,0.340788,0.998983,10770.0,,4933306650.0,4936568880.0,785.099888,785.099888
STL2b,0.000167,166790000.0,397486.0,1.39,120135882.0,624028.0,397486.0,333581.0,0.839227,1.191573,0.498167,9126.0,,119919585.0,116251815.0,718.985461,718.985461
ML2BWld,0.000776,776218500.0,788907.0,4.39,176798866.0,624056.0,788907.0,1552438.0,1.967834,0.508173,0.813021,8391.0,,698493720.0,697121220.0,899.867396,899.867396
MD,7.5e-05,74528500.0,190276.0,0.78,96163964.0,623232.0,190276.0,149058.0,0.783378,1.276523,0.084816,8448.0,,38953230.0,45383160.0,522.662203,522.662203
CRf,3.1e-05,31279000.0,165374.0,0.51,61231381.0,622968.0,165374.0,62559.0,0.378288,2.643489,0.007856,7981.0,,17569215.0,14583720.0,561.693628,561.693628
CCa,2.3e-05,22890000.0,51706.0,0.15,147791680.0,622976.0,51706.0,45781.0,0.88541,1.129421,0.246954,7702.0,,12697005.0,10054500.0,554.696592,554.696592
DP1d,0.000199,198762500.0,293966.0,1.26,157922719.0,623228.0,293966.0,397526.0,1.352286,0.739489,0.143769,8582.0,,103961910.0,101416770.0,523.045896,523.045896
CCe,2.6e-05,25699500.0,76320.0,0.23,112639837.0,622976.0,76320.0,51400.0,0.67348,1.484825,0.038851,8590.0,,14496585.0,11765910.0,564.08043,564.08043
DPTd,2e-05,19614500.0,50186.0,0.17,113690153.0,622992.0,50186.0,39230.0,0.781692,1.279276,0.094675,9888.0,,11803620.0,8796900.0,601.780316,601.780316
EI,1.7e-05,17411000.0,39347.0,0.12,141970718.0,623104.0,39347.0,34823.0,0.885023,1.129914,0.256895,8915.0,,10666830.0,7950660.0,612.6489,612.6489
DPcvt,3.4e-05,33528000.0,33229.0,0.19,178548621.0,623088.0,33229.0,67057.0,2.018026,0.495534,0.126977,8783.0,,19574850.0,15404520.0,583.835898,583.835898
EM5,1.5e-05,14816000.0,35240.0,0.12,125804434.0,622940.0,35240.0,29633.0,0.840891,1.189215,0.242013,7851.0,,8948700.0,6321810.0,603.988931,603.988931
ML2BWldst,0.000834,834048000.0,821675.0,5.0,166658462.0,624044.0,821675.0,1668097.0,2.030118,0.492582,0.710633,10035.0,,804205545.0,802478415.0,964.219739,964.219739
DP1f,0.000104,104150500.0,149953.0,0.67,155836734.0,623232.0,149953.0,208302.0,1.389115,0.719883,0.145062,8961.0,,53874480.0,55702200.0,517.275289,517.275289
STc,4.2e-05,41760000.0,70162.0,0.29,146420316.0,623100.0,70162.0,83521.0,1.190402,0.840052,0.071852,8606.0,,22934475.0,19197690.0,549.197198,549.197198
CS3,5.6e-05,56415000.0,75047.0,0.35,160850422.0,622940.0,75047.0,112831.0,1.503471,0.665127,0.063284,8680.0,,28803855.0,26089950.0,510.570859,510.570859
MI,4.6e-05,45540500.0,168493.0,0.53,85780255.0,622956.0,168493.0,91082.0,0.540568,1.849904,0.019632,8297.0,,24323010.0,20649690.0,534.096244,534.096244
MIP,8.9e-05,88662000.0,46481.0,0.24,371448161.0,623124.0,46481.0,177325.0,3.815,0.262123,0.235991,21469.0,,48544125.0,42432885.0,547.518948,547.518948
MCS,0.000104,103753500.0,272836.0,0.97,106973319.0,623636.0,272836.0,207508.0,0.760559,1.314822,0.355908,8787.0,,71156355.0,73734645.0,685.821249,685.821249
CRm,2.5e-05,25157500.0,53527.0,0.32,79505119.0,623124.0,53527.0,50316.0,0.940012,1.063817,0.033462,9929.0,,15042135.0,12528180.0,597.918513,597.918513
ML2,0.003564,3564101500.0,985504.0,8.35,427080435.0,624044.0,985504.0,7128204.0,7.233054,0.138254,0.854874,9540.0,,2354162385.0,2352174780.0,660.520579,660.520579
CChst,2.7e-05,26817000.0,98996.0,0.33,82507425.0,622984.0,98996.0,53635.0,0.54179,1.845735,0.092051,8873.0,,15032145.0,14036520.0,560.545363,560.545363
MM,0.005942,5942444500.0,3045380.0,23.15,256699445.0,624408.0,3045380.0,11884890.0,3.902597,0.25624,0.299514,9102.0,,4010612070.0,4002232665.0,674.90947,674.90947
ML2st,0.003647,3646907000.0,1051032.0,9.43,386814477.0,624040.0,1051032.0,7293815.0,6.93967,0.144099,0.675135,9755.0,,2672490810.0,2668508490.0,732.810244,732.810244
MC,0.000157,157305000.0,338353.0,1.37,115112524.0,623636.0,338353.0,314611.0,0.929831,1.075465,0.355928,8617.0,,96529725.0,98702820.0,613.646896,613.646896
